id,module,status,durationMs,title,file,error
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Api,passed,1838,api/zero-tts-indic/tts.api.spec.js > [API] Zero TTS Indic > tts endpoint returns audio for hindi voice,api/zero-tts-indic/tts.api.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Api,passed,2748,api/zero-tts-indic/tts.api.spec.js > [API] Zero TTS Indic > tts endpoint supports english voice selection,api/zero-tts-indic/tts.api.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Vak,passed,7705,vak/language-and-controls.spec.js > [UI] VAK module > source and destination language pickers are interactive,vak/language-and-controls.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Vak,passed,3787,vak/language-and-controls.spec.js > [UI] VAK module > speaker and emotion controls are visible,vak/language-and-controls.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Vak,passed,3262,vak/text-translation.spec.js > [UI] VAK module > hindi text translates to indian english,vak/text-translation.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Vak,passed,5265,vak/text-translation.spec.js > [UI] VAK module > bengali source text translates to indian english,vak/text-translation.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Stt Codeswitch,passed,119668,zero-stt-codeswitch/live-recording.spec.js > [UI] Zero STT Codeswitch module > simulated live recording validates transcript and speakers,zero-stt-codeswitch/live-recording.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Stt Codeswitch,passed,3493,zero-stt-codeswitch/sample-audio.spec.js > [UI] Zero STT Codeswitch module > sample clip renders codeswitch transcript,zero-stt-codeswitch/sample-audio.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Stt Codeswitch,passed,12216,zero-stt-codeswitch/upload.spec.js > [UI] Zero STT Codeswitch module > uploaded audio renders codeswitched transcript,zero-stt-codeswitch/upload.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Stt Indic,passed,118020,zero-stt-indic/live-recording.spec.js > [UI] Zero STT Indic module > simulated live recording uses file and verifies transcript,zero-stt-indic/live-recording.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Stt Indic,passed,3648,zero-stt-indic/prerecorded.spec.js > [UI] Zero STT Indic module > prerecorded customer support call renders transcript,zero-stt-indic/prerecorded.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Stt Indic,passed,4164,zero-stt-indic/prerecorded.spec.js > [UI] Zero STT Indic module > prerecorded podcast interview renders transcript,zero-stt-indic/prerecorded.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Stt Indic,passed,10511,zero-stt-indic/upload.spec.js > [UI] Zero STT Indic module > uploaded audio renders transcript and allows playback,zero-stt-indic/upload.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Stt Jpkr,skipped,0,zero-stt-jpkr/language-selection.spec.js > [UI] Zero STT JP/KR module > language picker switches between Japanese and Korean,zero-stt-jpkr/language-selection.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Stt Jpkr,skipped,0,zero-stt-jpkr/live-recording.spec.js > [UI] Zero STT JP/KR module > live recording start/stop renders transcript,zero-stt-jpkr/live-recording.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Stt Jpkr,skipped,0,zero-stt-jpkr/upload.spec.js > [UI] Zero STT JP/KR module > uploaded audio renders transcript and allows copy,zero-stt-jpkr/upload.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Stt Med,passed,100572,zero-stt-med/live-recording.spec.js > [UI] Zero STT Med module > live recording start/stop,zero-stt-med/live-recording.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Stt Med,passed,4570,zero-stt-med/prerecorded.spec.js > [UI] Zero STT Med module > prerecorded patient notes renders transcript,zero-stt-med/prerecorded.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Stt Med,passed,3720,zero-stt-med/prerecorded.spec.js > [UI] Zero STT Med module > prerecorded doctor appointment renders transcript,zero-stt-med/prerecorded.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Stt Med,passed,13216,zero-stt-med/upload.spec.js > [UI] Zero STT Med module > upload file renders transcript,zero-stt-med/upload.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Tts Indic,passed,2692,zero-tts-indic/generate-speech.spec.js > [UI] Zero TTS Indic module > default voice generates speech from text input,zero-tts-indic/generate-speech.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Tts Indic,passed,2726,zero-tts-indic/generate-speech.spec.js > [UI] Zero TTS Indic module > text input shows character count up to 1000,zero-tts-indic/generate-speech.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Tts Indic,passed,3999,zero-tts-indic/generate-speech.spec.js > [UI] Zero TTS Indic module > script selector is visible and voice generation works,zero-tts-indic/generate-speech.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Tts Indic,passed,3541,zero-tts-indic/generate-speech.spec.js > [UI] Zero TTS Indic module > selecting different voices works,zero-tts-indic/generate-speech.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Tts Indic,passed,2996,zero-tts-indic/generate-speech.spec.js > [UI] Zero TTS Indic module > changing speed setting works,zero-tts-indic/generate-speech.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Tts Indic,passed,3126,zero-tts-indic/generate-speech.spec.js > [UI] Zero TTS Indic module > expression styles are selectable,zero-tts-indic/generate-speech.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Tts Indic,passed,3098,zero-tts-indic/generate-speech.spec.js > [UI] Zero TTS Indic module > different audio formats are selectable,zero-tts-indic/generate-speech.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Tts Indic,passed,2685,zero-tts-indic/generate-speech.spec.js > [UI] Zero TTS Indic module > generate button is disabled with empty text,zero-tts-indic/generate-speech.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Tts Indic,passed,3682,zero-tts-indic/generate-speech.spec.js > [UI] Zero TTS Indic module > English voice with slow speed generates speech,zero-tts-indic/generate-speech.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Tts Indic,passed,3707,zero-tts-indic/generate-speech.spec.js > [UI] Zero TTS Indic module > Tamil voice generates speech,zero-tts-indic/generate-speech.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Tts Indic,passed,3621,zero-tts-indic/generate-speech.spec.js > [UI] Zero TTS Indic module > Bengali voice with Sad expression generates speech,zero-tts-indic/generate-speech.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Tts Indic,passed,3153,zero-tts-indic/generate-speech.spec.js > [UI] Zero TTS Indic module > OGG format with fast speed generates speech,zero-tts-indic/generate-speech.spec.js,
9abec293-e2c2-4f95-96a5-972e8e7ac3fc,Zero Tts Indic,passed,3039,zero-tts-indic/generate-speech.spec.js > [UI] Zero TTS Indic module > Conversational expression style generates speech,zero-tts-indic/generate-speech.spec.js,
